ID,utterances,IOB Slot tags
2203,find the producer of gone with the wind,O O O O B_movie I_movie I_movie I_movie
2204,producer for gone with the wind,O O B_movie I_movie I_movie I_movie
2205,who produced the movie gone with the wind,O O O O B_movie I_movie I_movie I_movie
2206,who produced the movie,O O O O
2207,who produced the movie,O O O O
2208,who produced this movie,O O O O
2209,search for the producer of mirror,O O O O O B_movie
2210,who was mirror s producer,O O B_movie O O
2211,person produced the blind side,O O B_movie I_movie I_movie
2212,who was the producer for coming to america,O O O O O B_movie I_movie I_movie
2213,search for the producer of step up,O O O O O B_movie I_movie
2214,goto warner brothers,O B_producer I_producer
2215,pixar film studio,B_producer O O
2216,look up the producer of freedom writers,O O O O O B_movie I_movie
2217,who produced godfather,O O B_movie
2218,who produced the godfather,O O O B_movie
2219,show producers who work for miramax,O O O O O B_producer
2220,what type of audience can watch cars,O O O O O O B_movie
2221,is toy story for kids,O B_movie I_movie O O
2222,rating of movie,O O O
2223,what is movie rated,O O O O
2224,show me the rating for the movie,O O O O O O O
2225,what is the mpaa rating for movie,O O O O O O O
2226,what is the reccommended audience for movie,O O O O O O O
2227,can i see this film rating,O O O O O O
2228,what is the parental rating on this movie,O O O O O O O O
2229,what is the rating of movie,O O O O O O
2230,movie rating,O O
2231,what rating did the dark knight rises receive,O O O B_movie I_movie I_movie I_movie O
2232,what is the rating for dark knight,O O O O O B_movie I_movie
2233,rating for dark knight,O O B_movie I_movie
2234,can you tell me whats the rating of movie avatar,O O O O O O O O O B_movie
2235,i need to know the rating of the movie avatar,O O O O O O O O O B_movie
2236,show me the rating of the movie avatar,O O O O O O O B_movie
2237,what is the rating for the movie ants,O O O O O O O B_movie
2238,is hotel transylavania good for adults,O B_movie I_movie O O O
2239,show me the rating for the movie the lord of rings,O O O O O O O B_movie I_movie I_movie I_movie
2240,what age is marley and me appropriate,O O O B_movie I_movie I_movie O
2241,how old should a person be to watch marley and me,O O O O O O O O B_movie I_movie I_movie
2242,what age is appropriate to watch marley and me,O O O O O O B_movie I_movie I_movie
2243,what rating is superman,O O O B_movie
2244,rating for transylvania,O O B_movie
2245,tell me the rating of the movie grease,O O O O O O O B_movie
2246,what is grease rated,O O B_movie O
2247,tell me the rating of the film grease,O O O O O O O B_movie
2248,what is the appropriate age for clueless,O O O O O O B_movie
2249,what is the rating of dirty dancing,O O O O O B_movie I_movie
2250,what is the rating for dirty dancing,O O O O O B_movie I_movie
2251,what rating is freedom writers,O O O B_movie I_movie
2252,what is the rating for house at the end of the street,O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
2253,what ratings does the house at the end of the street hold,O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie O
2254,is it appropriate to take my 16 year old to see land of the lost,O O O O O O O O O O O B_movie I_movie I_movie I_movie
2255,is the movie life is beautiful ok for my six year old to watch,O O O B_movie I_movie I_movie O O O O O O O O
2256,find the rating of the movie step up,O O O O O O B_movie I_movie
2257,rating for the green hornet,O O B_movie I_movie I_movie
2258,show me the film rating for avengers,O O O O O O B_movie
2259,show rating for the film avengers,O O O O O B_movie
2260,show rating of movie avengers,O O O O B_movie
2261,what is the rating for the avenger movie,O O O O O B_movie I_movie O
2262,rating for the avengers,O O B_movie I_movie
2263,what is jurassic park rated,O O B_movie I_movie O
2264,list movie ratings for us movie looper,O O O O B_country O B_movie
2265,show movie ratings for us movie looper,O O O O B_country O B_movie
2266,what audience will watch black swan,O O O O B_movie I_movie
2267,how is a good man in africa 's rating,O O B_movie I_movie I_movie I_movie I_movie O O
2268,can i take my 13 year old to see american pie,O O O O O O O O O B_movie I_movie
2269,how old for black swan,O O O B_movie I_movie
2270,what age is black swan appropriate for,O O O B_movie I_movie O O
2271,can you tell me the rating for cabin in the woods,O O O O O O O B_movie I_movie I_movie I_movie
2272,i would like to know the rating for cabin in the woods,O O O O O O O O B_movie I_movie I_movie I_movie
2273,kindly show me the rating for cabin in the woods,O O O O O O B_movie I_movie I_movie I_movie
2274,show me the rating for cabin in the woods,O O O O O B_movie I_movie I_movie I_movie
2275,rating for resident evil,O O B_movie I_movie
2276,show me the rating for the movie romeo must die,O O O O O O O B_movie I_movie I_movie
2277,what 's the rating for satyricon,O O O O O B_movie
2278,what restrictions does the campaign film have for viewers,O O O B_movie I_movie O O O O
2279,what is the rating for the movie the campaign,O O O O O O O B_movie I_movie
2280,show me the rating for the movie the expendables 2,O O O O O O O B_movie I_movie I_movie
2281,show me the rating for the movie the mechanic,O O O O O O O B_movie I_movie
2282,can you find out what the movie dredd is rated,O O O O O O O B_movie O O
2283,look up the rating for the movie dredd,O O O O O O O B_movie
2284,search for the rating of the movie dredd,O O O O O O O B_movie
2285,what is the movie rating for die hard,O O O O O O B_movie I_movie
2286,twilight revenue,B_movie O
2287,what was the gross profit for twilight,O O O O O O B_movie
2288,how much did et gross worldwide,O O O B_movie O O
2289,what did et gross,O O B_movie O
2290,what were et 's revenues,O O B_movie O O
2291,can you tell me about the revenue generated by the movie avatar,O O O O O O O O O O O B_movie
2292,how much money did avatar make,O O O O B_movie O
2293,how much revenue did the movie avatar generate,O O O O O O B_movie O
2294,tell me about the revenue generated by the movie avatar,O O O O O O O O O B_movie
2295,how much money did pretty woman take in,O O O O B_movie I_movie O O
2296,revenue for pretty woman,O O B_movie I_movie
2297,gross earnings for avengers movie,O O O B_movie O
2298,ticket sales for the movie avengers,O O O O O B_movie
2299,what was the gross earnings for the avengers movie,O O O O O O B_movie I_movie O
2300,how much revenue did the avengers take it,O O O O B_movie I_movie O O
2301,what were the gross receipts for the avengers,O O O O O O B_movie I_movie
2302,can you give me the revenue of the movie titanic,O O O O O O O O O B_movie
2303,how much revenue did titanic make,O O O O B_movie O
2304,profits made by titanic,O O O B_movie
2305,revenue for titanic,O O B_movie
2306,revenue for titanic,O O B_movie
2307,total titanic revenues,O B_movie O
2308,what was the revenue for toy story 3,O O O O O B_movie I_movie I_movie
2309,dark knight revenue,B_movie I_movie O
2310,how much did the dark night generate,O O O B_movie I_movie I_movie O
2311,can i see the lion king 's revenue,O O O B_movie I_movie I_movie O O
2312,can i see what the lion king 's revenue was,O O O O B_movie I_movie I_movie O O O
